name,country,date,review_score,review_header,review_body
Leonid Khoroshko,IE,"Updated Jul 16, 2024",1,Terrible experience so far,"Terrible experience so far! Very bad support, nobody can provide proper support, ignoring you. They will try to charge you right away for nothing. Very bad indicator, showing that company's financial state is not in good shape. Looks like they are trying to inflate their revenue by doing these none sense charges from customers. We tried to register account, without even selecting any product, they tried to charge us with random numbers. They didn`t accept 3 credit cards, and with 4th one as mentioned above they tried to charge is with some random number. Can`t get any explanation from their support. Time to look for alternatives. Update: So I am in contact with account manager from DO. Now he is saying that DO is charging 5$ only to activate account. So without even buying anything customer has to pay . But even with that , DO tried to charge 12.09$ . We deposited to the card 10$ specifically to activate it , but with DO trying to charge random amounts it doesn’t seem to be possible even"
Night Wolfe,IQ,"Jul 15, 2024",5,Very reliable hosting provider,Very reliable hosting provider. They do not let you down.
Hamm Quote,ID,"Jul 12, 2024",5,Unlock My Acc,
Dmytro,UA,"Jul 12, 2024",5,Service for Humans,Service for Humans. There are more and more services that simplify the work of programmers.
William Hudson,GB,"Jul 10, 2024",5,I had a problem with a marketplace…,I had a problem with a marketplace image not working. Support very quickly reproduced the issue and contacted the vendor to get it fixed.
lawrence millard,GB,"Jul 9, 2024",5,Free Trial Abuse is on Top!,Free Trial Abuse is on Top! I love just making more accounts cause its better than linode and free
Tatjana Jevdjic,US,"Jul 8, 2024",5,fast and informative,I think that they reacted very fast and I got the answer that helped me to solve my problem
Anthony Onu,NG,"Jul 8, 2024",5,Speed of response and Great emphaty for…,Speed of response and Great emphaty for peculiar situations. Greatest Service ever
Predrag Maksimovic,US,"Jul 7, 2024",5,Quick ticket resolution,"I received quick initial response for the support ticket I raised, and the issue I reported was resolved in a timely manner. Overall it was a great experience."
Gilbert Ortiz,CA,"Jul 6, 2024",5,Awesome tech support,Easy to follow instruction to resolve my concern
theret Pierre,FR,"Jul 4, 2024",5,They solved my issue rapidly and…,They solved my issue rapidly and efficiently. They answered and fixed the problem in less than a Day !
Matthias Leu,TH,"Jul 4, 2024",5,Top support!,Their app hosting works well and their service really put a lot of effort to fix our issues.
Victor van Maasvlakte,NL,"Jul 3, 2024",1,DigitalOcean are a bunch of cucks,"DigitalOcean are a bunch of cucks! I was a customer for over 7 years with multiple big servers running, spending thousands a month. One of my webapps randomly got DMCA'ed by a competitor (it was a false DMCA claim). Without taking even a minute to manually check the claim, they shut down my droplet — thousands of dollars of revenue lost. Beware! If you have a small server, DigitalOcean is fine. But don't you ever try and rely on DigitalOcean if you are a large business, because your competition can just take down your server without any issues. I've tried emailing, messaging on Twitter, and they just. won't. take a bloody second to look into it. Moved all my servers to Hetzner for some good old German stability. Ciao ciao DigitalOcean, see you never!"
Abdullah Ahmad,PK,"Jul 3, 2024",5,Quick and Helpful Responses,The Support response was really quick and helpful.
Inayathullah Syed,AE,"Jul 3, 2024",1,Restricted account without citing any reason,We hosted our applications (frappe and erpnext) on digitalocean. Out of nowhere they restricted our account and not giving any proper reason as well. And the worst part is we didn’t get access to the backup as well. I have been using other cloud providers but never faced this kind of issue.
AdiB NoH,MY,"Jul 2, 2024",5,Digital ocean is the best server…,"Digital ocean is the best server provider in the world, their ease of use and predictable pricing is the thing I like about them most"
Pardmour Agbomadzi,MA,"Jul 2, 2024",5,Timely response and courtesy,Their timely response and courtesy was awesome.
RIG LAGOS,NG,"Jul 1, 2024",5,Timely Response,Response was timely and the agent clearly communicated what was required so I had no back and forth
jas,GB,"Jun 30, 2024",1,You want to take 12$ from my bank to…,"You want to take 12$ from my bank to make an account on your website, can you stop taking class A drugs ? Are you running out of money to invest or make interest from or something ? Should be illegal."
Emily,AU,"Jun 30, 2024",5,Prompt Service,"Prompt Service Friendly and professional Excellent platform, easy to use and an abundance of helpful tutorials"
Joachim Onuorah,NG,"Jun 28, 2024",5,Digital Ocean is simply the best cloud hosting provider out there.,"> Great tutorials for beginners getting started with cloud resources on the Digital Ocean platform. > Excellent customer service > The best offerings on free trials and free credits I have come across for accessing cloud resources. > Patient and understanding with their customers, and ready to communicate and help customers fix their issues."
madze,US,"Jun 27, 2024",5,Digital Ocean generally nails it.,"Digital ocean has, in my opinion the best balance of services, ease of use, and pricing strategy of any PAAS that we've explored. Their documentation is also second to none, and in the rare case that an issue arises that isn't well documented, their support team is excellent and responsive. I think the only service that we've used that could potentially benefit from some improvement is App Platform. In general, this is a very nice alternative to other big players (netlify, vercel) - particularly the pricing model. That said, this is definitely the service that we have had the most issues come up, and confusion with configurations and the console UI. It's also relatively new and will likely continue to be improved so I'm inclined to refrain from forming any concrete judgement just yet."
Richie Brereton,AU,"Jun 27, 2024",5,Been with DigitalOcean for many years,Been with DigitalOcean for many years. Absolute best cloud server providers out there and great customer service.
Doorway SIS,US,"Jun 23, 2024",5,Quick and correct resolution of the…,Quick and correct resolution of the issue.
Nik Mirza,MY,"Jun 23, 2024",5,Well-made platform with great UI/UX,Well-made platform with great UI/UX. Great and fast customer support that can tackle most of your issues with it.
Kylix Technologies,KE,"Jun 23, 2024",5,The product offerings as well us great…,The product offerings as well us great customer support
YK TRONIX,AR,"Jun 23, 2024",5,It tooks seriously my problem,It tooks seriously my problem. I was using Digital Ocean for several years and always I have confidence with your services.. Thanks a lot!
Gerald Mwalwiba,TZ,"Jun 22, 2024",5,Awesome services,Awesome services! Great support team!
Innovutech,NL,"Jun 19, 2024",5,Great experience,"Great experience, fast and friendly customer support, responds timely on requests."
Raheem Sarcar,US,"Jun 18, 2024",5,Customer for a decade,"I have used Digital Ocean to host my app for almost a decade and the service has only gotten better without increasing prices. Great infrastructure, great support at an affordable price. Also very easy to use interface."
Gabriela Alvarado,PY,"Jun 17, 2024",5,Super effcient and fast response!,Super effcient and fast response!
